batch_id,label_number,order_id,sku,product,quantity,payment_type,service_type,carrier,packaging_instruction,seller,printed_at,awb,fit,color,size,sort_tag,is_mix,zpl_file,preview_file
20260820-065731-187964,1,OD438392311240816100,F-28-BEIGE-BAGGY-PLAIN-MEN-JEANS-HDNW7582125247,GENZ VANE Straight Fit Men Beige Jeans,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,PRABHU ENTERPRISES,"0657 hrs, 20/08/26",FMPC6417161467,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260820-065731-187964\001-OD438392311240816100.zpl,
20260820-065731-187964,2,OD338397339384545100,F-28-BEIGE-BAGGY-PLAIN-MEN-JEANS-HDNW7582125247,GENZ VANE Straight Fit Men Beige Jeans,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,PRABHU ENTERPRISES,"0657 hrs, 20/08/26",FMPC6417517174,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260820-065731-187964\002-OD338397339384545100.zpl,
20260820-065731-187964,3,OD438397977126251100,F-28-BEIGE-BAGGY-PLAIN-MEN-JEANS-HDNW7582125247,GENZ VANE Straight Fit Men Beige Jeans,1,,STD,E-Kart Logistics,,PRABHU ENTERPRISES,"0657 hrs, 20/08/26",FMPP4226733107,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260820-065731-187964\003-OD438397977126251100.zpl,
20260820-065731-187964,4,OD338400150492910100,F-28-BEIGE-BAGGY-PLAIN-MEN-JEANS-HDNW7582125247,GENZ VANE Straight Fit Men Beige Jeans,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,PRABHU ENTERPRISES,"0657 hrs, 20/08/26",FMPC6416791318,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260820-065731-187964\004-OD338400150492910100.zpl,
20260820-065731-187964,5,OD438400633582689100,F-28-BEIGE-BAGGY-PLAIN-MEN-JEANS-HDNW7582125247,GENZ VANE Straight Fit Men Beige Jeans,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,PRABHU ENTERPRISES,"0657 hrs, 20/08/26",FMPC6417075384,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260820-065731-187964\005-OD438400633582689100.zpl,
20260820-065731-187964,6,OD338400735466698100,F-28-BEIGE-BAGGY-PLAIN-MEN-JEANS-HDNW7582132,STARVIELLE Straight Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,PRABHU ENTERPRISES,"0657 hrs, 20/08/26",FMPC6417139211,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260820-065731-187964\006-OD338400735466698100.zpl,
20260820-065731-187964,7,OD338397956641992100,F-28-BEIGE-BAGGY-PLAIN-MEN-JEANS-HDNW758214,STARVIELLE Straight Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,,PRABHU ENTERPRISES,"0657 hrs, 20/08/26",FMPC6417314119,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260820-065731-187964\007-OD338397956641992100.zpl,
20260820-065731-187964,8,OD438401274511510100,F-28-BEIGE-BAGGY-PLAIN-MEN-JEANS-HDNW758214,STARVIELLE Straight Fit Men Beige Jeans 28,1,,STD,E-Kart Logistics,Use Transparent Packaging,PRABHU ENTERPRISES,"0657 hrs, 20/08/26",FMPP4227068702,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260820-065731-187964\008-OD438401274511510100.zpl,
20260820-065731-187964,9,OD438393003582225100,F-28-BEIGE-BAGGY-PLAIN-MEN-JEANS-HDNW758217,STARVIELLE Straight Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,PRABHU ENTERPRISES,"0657 hrs, 20/08/26",FMPC6417233137,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260820-065731-187964\009-OD438393003582225100.zpl,
20260820-065731-187964,10,OD438392618480532100,F-28-BEIGE-BAGGY-PLAIN-MEN-JEANS-HDNW758224146,GENZ VANE Straight Fit Men Beige Jeans,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,PRABHU ENTERPRISES,"0657 hrs, 20/08/26",FMPC6417581752,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260820-065731-187964\010-OD438392618480532100.zpl,
