batch_id,label_number,order_id,sku,product,quantity,payment_type,service_type,carrier,packaging_instruction,seller,printed_at,awb,fit,color,size,sort_tag,is_mix,zpl_file,preview_file
20260812-101112-095201,1,OD438331415318481100,FB-28-WHITE-Baggy-Plain-Jeans-BEPJ-7SXFDMV,FADEVIELLE Relaxed Fit Men White Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1011 hrs, 12/08/26",FMPC6392181993,BAGGY,WHITE,28,WHITE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260812-101112-095201\001-OD438331415318481100.zpl,
20260812-101112-095201,2,OD338324980869280100,FB-28-WHITE-Baggy-Plain-Jeans-BEPJ-7SXFDMV,FADEVIELLE Relaxed Fit Men White Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1011 hrs, 12/08/26",FMPC6392181999,BAGGY,WHITE,28,WHITE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260812-101112-095201\002-OD338324980869280100.zpl,
20260812-101112-095201,3,OD438321983832533100,FB-28-WHITE-Baggy-Plain-Jeans-BEPJ-7SXFDMV,FADEVIELLE Relaxed Fit Men White Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1011 hrs, 12/08/26",FMPC6392182059,BAGGY,WHITE,28,WHITE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260812-101112-095201\003-OD438321983832533100.zpl,
20260812-101112-095201,4,OD438323129874038100,FB-28-WHITE-Baggy-Plain-Jeans-BEPJ-7SXFDMV,FADEVIELLE Relaxed Fit Men White Jeans 28,1,,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1011 hrs, 12/08/26",FMPP4207735569,BAGGY,WHITE,28,WHITE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260812-101112-095201\004-OD438323129874038100.zpl,
20260812-101112-095201,5,OD338331633699110100,FB-28-WHITE-Baggy-Plain-Jeans-BEPJ-7SXFDMV,FADEVIELLE Relaxed Fit Men White Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1011 hrs, 12/08/26",FMPC6392182002,BAGGY,WHITE,28,WHITE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260812-101112-095201\005-OD338331633699110100.zpl,
20260812-101112-095201,6,OD338330164222883100,FB-28-WHITE-Baggy-Plain-Jeans-BEPJ-7SXFDMV,FADEVIELLE Relaxed Fit Men White Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1011 hrs, 12/08/26",FMPC6392182040,BAGGY,WHITE,28,WHITE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260812-101112-095201\006-OD338330164222883100.zpl,
20260812-101112-095201,7,OD338332627129401100,FB-28-WHITE-Baggy-Plain-Jeans-BEPJ-7SXFDMV,FADEVIELLE Relaxed Fit Men White Jeans 28,1,,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1011 hrs, 12/08/26",FMPP4207735551,BAGGY,WHITE,28,WHITE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260812-101112-095201\007-OD338332627129401100.zpl,
20260812-101112-095201,8,OD338330037196546100,FB-28-WHITE-Baggy-Plain-Jeans-BEPJ-7SXFDMV,FADEVIELLE Relaxed Fit Men White Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1011 hrs, 12/08/26",FMPC6392182039,BAGGY,WHITE,28,WHITE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260812-101112-095201\008-OD338330037196546100.zpl,
20260812-101112-095201,9,OD338331740375353100,FB-28-WHITE-Baggy-Plain-Jeans-BEPJ-7SXFDMV,FADEVIELLE Relaxed Fit Men White Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1011 hrs, 12/08/26",FMPC6392181981,BAGGY,WHITE,28,WHITE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260812-101112-095201\009-OD338331740375353100.zpl,
20260812-101112-095201,10,OD338327755080550400,F-28-ICE-BAGGY-PLAIN-IBP-909598987878,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1011 hrs, 12/08/26",FMPC6390852626,BAGGY,ICE,28,ICE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260812-101112-095201\010-OD338327755080550400.zpl,
