batch_id,label_number,order_id,sku,product,quantity,payment_type,service_type,carrier,packaging_instruction,seller,printed_at,awb,fit,color,size,sort_tag,is_mix,zpl_file,preview_file
20260821-084414-365107,1,OD338405248817855100,kvy-F-32-ICE-BAGGY--IBP-JBHKWDA8002,dkaits trend Boyfriend Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0844 hrs, 21/08/26",FMPC6421301392,BAGGY,ICE,32,ICE-BAGGY-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084414-365107\001-OD338405248817855100.zpl,
20260821-084414-365107,2,OD438393198794659100,S-30-White-Plain-Jeans-WPJ-582937465,FADEVIELLE Straight Fit Men White Jeans 30,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0844 hrs, 21/08/26",FMPC6421448194,PLAIN,WHITE,30,WHITE-PLAIN-30,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084414-365107\002-OD438393198794659100.zpl,
20260821-084414-365107,3,OD338407453775758100,S-30-White-Plain-Jeans-WPJ-847192036,FADEVIELLE Regular Men White Jeans 30 WPJ,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0844 hrs, 21/08/26",FMPC6419598647,PLAIN,WHITE,30,WHITE-PLAIN-30,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084414-365107\003-OD338407453775758100.zpl,
20260821-084414-365107,4,OD438404398205574100,S-32-Black-Plain-Jeans-PBJ-596598754,METRISK Slim Men Black Jeans 32 Matrisk,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0844 hrs, 21/08/26",FMPC6421188957,PLAIN,BLACK,32,BLACK-PLAIN-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084414-365107\004-OD438404398205574100.zpl,
20260821-084414-365107,5,OD438406766842276100,S-32-Black-Plain-Jeans-PBJ-596598754,METRISK Slim Men Black Jeans 32 Matrisk,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0844 hrs, 21/08/26",FMPC6421366813,PLAIN,BLACK,32,BLACK-PLAIN-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084414-365107\005-OD438406766842276100.zpl,
20260821-084414-365107,6,OD438411554353634100,S-32-White-Plain-Jeans-WPJ-8650342795470414,FADEVIELLE Regular Men White Jeans 32 WPJ,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0844 hrs, 21/08/26",FMPC6421955533,PLAIN,WHITE,32,WHITE-PLAIN-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084414-365107\006-OD438411554353634100.zpl,
20260821-084414-365107,7,OD338410159089743400,S-F-32-ICE-BAGGY-PLAIN-IBP-JKDW8892S,MEIXN Loose Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"0844 hrs, 21/08/26",FMPC6420889963,BAGGY,ICE,32,ICE-BAGGY-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084414-365107\007-OD338410159089743400.zpl,
20260821-084414-365107,8,OD338412105360150400,S-SP_F-32-White-PLAIN-WPJ-63896031551980,SE GENZ TRENDS Men White Jeans 32,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"0844 hrs, 21/08/26",FMPC6422185148,PLAIN,WHITE,32,WHITE-PLAIN-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084414-365107\008-OD338412105360150400.zpl,
20260821-084414-365107,9,OD438412485597054400,S-SP_F-32-White-PLAIN-WPJ-63896031551980,SE GENZ TRENDS Men White Jeans 32,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"0844 hrs, 21/08/26",FMPC6422199280,PLAIN,WHITE,32,WHITE-PLAIN-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084414-365107\009-OD438412485597054400.zpl,
20260821-084414-365107,10,OD438405402582540400,SHY_F-32-BEIGE-BAGGY-JEANS-CS1400,FADEVIELLE Men Beige Jeans 32 25_lead_1,1,COD,STD,,,SEEMA ENTERPRISES,"0844 hrs, 21/08/26",5965732573603,BAGGY,BEIGE,32,BEIGE-BAGGY-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084414-365107\010-OD438405402582540400.zpl,
20260821-084414-365107,11,OD438413321951603400,,,,COD,STD,,,SEEMA ENTERPRISES,"0844 hrs, 21/08/26",5965732683186,PLAIN,,,MIX,True,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084414-365107\011-OD438413321951603400.zpl,
