batch_id,label_number,order_id,sku,product,quantity,payment_type,service_type,carrier,packaging_instruction,seller,printed_at,awb,fit,color,size,sort_tag,is_mix,zpl_file,preview_file
20260818-200039-122063,1,OD338387668559009100,F-28-BEIGE-BAGGY-JEANS-21-A2B141,FLEECRANE Relaxed Fit Men Beige Jeans 28,1,,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"2000 hrs, 18/08/26",FMPP4223818102,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-200039-122063\001-OD338387668559009100.zpl,
20260818-200039-122063,2,OD338387785096722100,F-28-BEIGE-BAGGY-JEANS-21-A2B257,FLEECRANE Relaxed Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"2000 hrs, 18/08/26",FMPC6413256925,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-200039-122063\002-OD338387785096722100.zpl,
20260818-200039-122063,3,OD438389270909774100,F-28-BEIGE-BAGGY-JEANS-21-A2B701,FLEECRANE Relaxed Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"2000 hrs, 18/08/26",FMPC6413257188,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-200039-122063\003-OD438389270909774100.zpl,
20260818-200039-122063,4,OD438390204716383100,F-28-BEIGE-BAGGY-JEANS-21-A2B701,FLEECRANE Relaxed Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"2000 hrs, 18/08/26",FMPC6412184441,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-200039-122063\004-OD438390204716383100.zpl,
20260818-200039-122063,5,OD338384416811216100,F-28-BEIGE-BAGGY-JEANS-BEBJ-1231257,INDIVANE Relaxed Fit Men Beige Jeans 28,1,,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"2000 hrs, 18/08/26",FMPP4223817972,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-200039-122063\005-OD338384416811216100.zpl,
20260818-200039-122063,6,OD438390947254729100,F-28-BEIGE-BAGGY-JEANS-BEBJ-1231258,INDIVANE Relaxed Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"2000 hrs, 18/08/26",FMPC6412668309,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-200039-122063\006-OD438390947254729100.zpl,
20260818-200039-122063,7,OD438385126802584100,F-28-BEIGE-BAGGY-JEANS-BEBJ-1231284,INDIVANE Relaxed Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"2000 hrs, 18/08/26",FMPC6413256598,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-200039-122063\007-OD438385126802584100.zpl,
20260818-200039-122063,8,OD338390209974574100,F-28-BEIGE-BAGGY-JEANS-BEBJ-1231336,INDIVANE Relaxed Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"2000 hrs, 18/08/26",FMPC6412186379,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-200039-122063\008-OD338390209974574100.zpl,
20260818-200039-122063,9,OD438382680990534100,F-28-BEIGE-BAGGY-JEANS-BEBJ-1231354,INDIVANE Relaxed Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"2000 hrs, 18/08/26",FMPC6413256923,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-200039-122063\009-OD438382680990534100.zpl,
20260818-200039-122063,10,OD438387405506260100,F-28-BEIGE-BAGGY-JEANS-CS1114,FADEVIELLE Straight Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"2000 hrs, 18/08/26",FMPC6413256950,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-200039-122063\010-OD438387405506260100.zpl,
