batch_id,label_number,order_id,sku,product,quantity,payment_type,service_type,carrier,packaging_instruction,seller,printed_at,awb,fit,color,size,sort_tag,is_mix,zpl_file,preview_file
20260821-084340-941201,1,OD338409709937398100,AVC_DMJ-30-White-Plain-Jeans-WPJ-5120938,FLIECAINER Regular Men White Jeans 30 WPJ,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0843 hrs, 21/08/26",FMPC6420649664,PLAIN,WHITE,30,WHITE-PLAIN-30,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084340-941201\001-OD338409709937398100.zpl,
20260821-084340-941201,2,OD338401393125371100,DCMJ-7EEL1RAH0Y_32_White,FARDEWILL Boyfriend Men White Jeans 32 BPJ,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0843 hrs, 21/08/26",FMPC6418087713,PLAIN,WHITE,32,WHITE-PLAIN-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084340-941201\002-OD338401393125371100.zpl,
20260821-084340-941201,3,OD438410019337378100,DCMJ-7EEL1RAH0Y_32_White,FARDEWILL Boyfriend Men White Jeans 32 BPJ,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0843 hrs, 21/08/26",FMPC6420820955,PLAIN,WHITE,32,WHITE-PLAIN-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084340-941201\003-OD438410019337378100.zpl,
20260821-084340-941201,4,OD438410031221091100,DCMJ-7EEL1RAH0Y_32_White,FARDEWILL Boyfriend Men White Jeans 32 BPJ,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0843 hrs, 21/08/26",FMPC6420824951,PLAIN,WHITE,32,WHITE-PLAIN-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084340-941201\004-OD438410031221091100.zpl,
20260821-084340-941201,5,OD438407886419706100,F-28-BEIGE-BAGGY-JEANS-21-A2B701,FLEECRANE Relaxed Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0843 hrs, 21/08/26",FMPC6419766123,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084340-941201\005-OD438407886419706100.zpl,
20260821-084340-941201,6,OD438409487372071100,F-28-BEIGE-BAGGY-JEANS-21-A2B701,FLEECRANE Relaxed Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0843 hrs, 21/08/26",FMPC6420560581,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084340-941201\006-OD438409487372071100.zpl,
20260821-084340-941201,7,OD338410060911048100,F-28-BEIGE-BAGGY-JEANS-21-A2B701,FLEECRANE Relaxed Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0843 hrs, 21/08/26",FMPC6420841922,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084340-941201\007-OD338410060911048100.zpl,
20260821-084340-941201,8,OD338408549966013100,F-28-BEIGE-BAGGY-JEANS-55265WFAW,JSSV Loose Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0843 hrs, 21/08/26",FMPC6420039058,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084340-941201\008-OD338408549966013100.zpl,
20260821-084340-941201,9,OD438409481557597100,F-28-BEIGE-BAGGY-JEANS-BEBJ-1231258,INDIVANE Relaxed Fit Men Beige Jeans 28,1,,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0843 hrs, 21/08/26",FMPP4228933983,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084340-941201\009-OD438409481557597100.zpl,
20260821-084340-941201,10,OD438409653978923100,F-28-BEIGE-BAGGY-JEANS-BEBJ-1231284,INDIVANE Relaxed Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"0843 hrs, 21/08/26",FMPC6420614404,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260821-084340-941201\010-OD438409653978923100.zpl,
