batch_id,label_number,order_id,sku,product,quantity,payment_type,service_type,carrier,packaging_instruction,seller,printed_at,awb,fit,color,size,sort_tag,is_mix,zpl_file,preview_file
20260815-193723-144862,1,OD438365574091754400,F-28-ICE-BAGGY-PLAIN-IBP-909598987878,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1937 hrs, 15/08/26",FMPC6402554187,BAGGY,ICE,28,ICE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260815-193723-144862\001-OD438365574091754400.zpl,
20260815-193723-144862,2,OD338361586772318400,F-28-ICE-BAGGY-PLAIN-IBP-909598987878,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1937 hrs, 15/08/26",FMPC6402618156,BAGGY,ICE,28,ICE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260815-193723-144862\002-OD338361586772318400.zpl,
20260815-193723-144862,3,OD438362519740439400,F-28-ICE-BAGGY-PLAIN-IBP-909598987878,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1937 hrs, 15/08/26",FMPC6402618226,BAGGY,ICE,28,ICE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260815-193723-144862\003-OD438362519740439400.zpl,
20260815-193723-144862,4,OD438365156330402400,F-28-ICE-BAGGY-PLAIN-IBP-909598987878,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1937 hrs, 15/08/26",FMPC6402388466,BAGGY,ICE,28,ICE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260815-193723-144862\004-OD438365156330402400.zpl,
20260815-193723-144862,5,OD438364461243260400,F-28-ICE-BAGGY-PLAIN-IBP-909598987878,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1937 hrs, 15/08/26",FMPC6402067679,BAGGY,ICE,28,ICE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260815-193723-144862\005-OD438364461243260400.zpl,
20260815-193723-144862,6,OD338357834796942100,FB-32-WHITE-Baggy-Plain-Jeans-BEPJ-VO3X1EF,FADEVIELLE Relaxed Fit Men White Jeans 32,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1937 hrs, 15/08/26",FMPC6402618089,BAGGY,WHITE,32,WHITE-BAGGY-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260815-193723-144862\006-OD338357834796942100.zpl,
20260815-193723-144862,7,OD438362366926349100,FB-32-WHITE-Baggy-Plain-Jeans-BEPJ-VO3X1EF,FADEVIELLE Relaxed Fit Men White Jeans 32,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1937 hrs, 15/08/26",FMPC6402618083,BAGGY,WHITE,32,WHITE-BAGGY-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260815-193723-144862\007-OD438362366926349100.zpl,
20260815-193723-144862,8,OD438364185950238100,FB-32-WHITE-Baggy-Plain-Jeans-BEPJ-VO3X1EF,FADEVIELLE Relaxed Fit Men White Jeans 32,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1937 hrs, 15/08/26",FMPC6401986546,BAGGY,WHITE,32,WHITE-BAGGY-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260815-193723-144862\008-OD438364185950238100.zpl,
20260815-193723-144862,9,OD438357300029453100,FB-32-WHITE-Baggy-Plain-Jeans-BEPJ-VO3X1EF,FADEVIELLE Relaxed Fit Men White Jeans 32,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1937 hrs, 15/08/26",FMPC6402618274,BAGGY,WHITE,32,WHITE-BAGGY-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260815-193723-144862\009-OD438357300029453100.zpl,
20260815-193723-144862,10,OD338362743268958400,FS-32-ICE-BAGGY-PLAIN-IBP-0219898784811,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1937 hrs, 15/08/26",FMPC6402618281,BAGGY,ICE,32,ICE-BAGGY-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260815-193723-144862\010-OD338362743268958400.zpl,
20260815-193723-144862,11,OD438362920573322400,FS-32-ICE-BAGGY-PLAIN-IBP-0219898784811,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1937 hrs, 15/08/26",FMPC6402618158,BAGGY,ICE,32,ICE-BAGGY-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260815-193723-144862\011-OD438362920573322400.zpl,
20260815-193723-144862,12,OD438363439167175400,FS-32-ICE-BAGGY-PLAIN-IBP-0219898784811,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1937 hrs, 15/08/26",FMPC6402618071,BAGGY,ICE,32,ICE-BAGGY-32,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260815-193723-144862\012-OD438363439167175400.zpl,
