batch_id,label_number,order_id,sku,product,quantity,payment_type,service_type,carrier,packaging_instruction,seller,printed_at,awb,fit,color,size,sort_tag,is_mix,zpl_file,preview_file
20260818-101437-633919,1,OD338375562536335100,F-28-BEIGE-BAGGY-JEANS-CS194,FADEVIELLE Straight Fit Men Beige Jeans 28,1,,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1014 hrs, 18/08/26",FMPP4222203682,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-101437-633919\001-OD338375562536335100.zpl,
20260818-101437-633919,2,OD338375959709141100,F-28-BEIGE-BAGGY-JEANS-CS194,FADEVIELLE Straight Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1014 hrs, 18/08/26",FMPC6410778784,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-101437-633919\002-OD338375959709141100.zpl,
20260818-101437-633919,3,OD438380093511816100,F-28-BEIGE-BAGGY-JEANS-CS194,FADEVIELLE Straight Fit Men Beige Jeans 28,1,,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1014 hrs, 18/08/26",FMPP4222061865,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-101437-633919\003-OD438380093511816100.zpl,
20260818-101437-633919,4,OD438375533198558100,F-28-BEIGE-BAGGY-JEANS-CS197,FADEVIELLE Straight Fit Men Beige Jeans 28,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1014 hrs, 18/08/26",FMPC6410778788,BAGGY,BEIGE,28,BEIGE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-101437-633919\004-OD438375533198558100.zpl,
20260818-101437-633919,5,OD438379552068797400,F-28-ICE-BAGGY-PLAIN-IBP-909598987878,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1014 hrs, 18/08/26",FMPC6410763164,BAGGY,ICE,28,ICE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-101437-633919\005-OD438379552068797400.zpl,
20260818-101437-633919,6,OD438379690589155400,F-28-ICE-BAGGY-PLAIN-IBP-909598987878,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1014 hrs, 18/08/26",FMPC6410763332,BAGGY,ICE,28,ICE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-101437-633919\006-OD438379690589155400.zpl,
20260818-101437-633919,7,OD338379963719826400,F-28-ICE-BAGGY-PLAIN-IBP-909598987878,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1014 hrs, 18/08/26",FMPC6410763038,BAGGY,ICE,28,ICE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-101437-633919\007-OD338379963719826400.zpl,
20260818-101437-633919,8,OD338380323522311400,F-28-ICE-BAGGY-PLAIN-IBP-909598987878,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1014 hrs, 18/08/26",FMPC6410843889,BAGGY,ICE,28,ICE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-101437-633919\008-OD338380323522311400.zpl,
20260818-101437-633919,9,OD438384549492248400,F-28-ICE-BAGGY-PLAIN-IBP-909598987878,INDIVANE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,,SEEMA ENTERPRISES,"1014 hrs, 18/08/26",FMPC6409967246,BAGGY,ICE,28,ICE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-101437-633919\009-OD438384549492248400.zpl,
20260818-101437-633919,10,OD438375533764232100,F-28-ICE-Baggy-Plain-Jeans-BEPJ-0Y6OIZF55A,FADEVIELLE Relaxed Fit Men Light Blue Jeans,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1014 hrs, 18/08/26",FMPC6410778583,BAGGY,ICE,28,ICE-BAGGY-28,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-101437-633919\010-OD438375533764232100.zpl,
20260818-101437-633919,11,OD338374392334964100,F-30-BEIGE-BAGGY-JEANS-BEBJ-1231409,INDIVANE Relaxed Fit Men Beige Jeans 30,1,COD,STD,E-Kart Logistics,Use Transparent Packaging,SEEMA ENTERPRISES,"1014 hrs, 18/08/26",FMPC6410778746,BAGGY,BEIGE,30,BEIGE-BAGGY-30,False,C:\Users\ESHAAN\HAKUR\work--fk-tools\order-grouper\print-jobs\labels\20260818-101437-633919\011-OD338374392334964100.zpl,
